ckc_id	claim_level_firewall	cynk_meyer_id	cynk_meyer_table_present	entity_level	equation_type	euler	explicit_nodal_conifold_link_present	h11	h12	hodge_table_present	hodgecy_universe_id	identity_resolution_status	local_inventory	operator_fibration_arithmetic_link_present	parameter_names	relationship_graph_hits_repo_local	source_assembly_present	source_extraction_status
205	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:205	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
206	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:206	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
207	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:207	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
208	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:208	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
209	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:209	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
210	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:210	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
211	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:211	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
212	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:212	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
213	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:213	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
214	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:214	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
215	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:215	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
216	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:216	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
217	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:217	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
218	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:218	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
219	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:219	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
220	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:220	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
221	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:221	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
222	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:222	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
223	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:223	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
224	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:224	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
225	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:225	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
226	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:226	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
227	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:227	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
228	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:228	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
229	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:229	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
230	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:230	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
231	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:231	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
232	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:232	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
233	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:233	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
234	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:234	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
235	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:235	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5"",""A6""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
236	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:236	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5"",""A6""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
237	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:237	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5"",""A6"",""A7""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
238	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PRESENTATION	fixed_rational		NO			NO	ckc:238	presentation_level_only_geometry_identity_unresolved		NO	[]	PRODUCTION_ROOT_NOT_AVAILABLE	YES	eight_plane_equation_or_family_available
239	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PRESENTATION	fixed_rational		NO			NO	ckc:239	presentation_level_only_geometry_identity_unresolved		NO	[]	PRODUCTION_ROOT_NOT_AVAILABLE	YES	eight_plane_equation_or_family_available
240	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PRESENTATION	fixed_rational		NO			NO	ckc:240	presentation_level_only_geometry_identity_unresolved		NO	[]	PRODUCTION_ROOT_NOT_AVAILABLE	YES	eight_plane_equation_or_family_available
241	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PRESENTATION	fixed_rational		NO			NO	ckc:241	presentation_level_only_geometry_identity_unresolved		NO	[]	PRODUCTION_ROOT_NOT_AVAILABLE	YES	eight_plane_equation_or_family_available
242	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:242	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
243	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:243	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
244	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:244	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
245	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PRESENTATION	fixed_rational		NO			NO	ckc:245	presentation_level_only_geometry_identity_unresolved		NO	[]	PRODUCTION_ROOT_NOT_AVAILABLE	YES	eight_plane_equation_or_family_available
246	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:246	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
247	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:247	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
248	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:248	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
249	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:249	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
250	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:250	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
251	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:251	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
252	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:252	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
253	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:253	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
254	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:254	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
255	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:255	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
256	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:256	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
257	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:257	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
258	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:258	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
259	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:259	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
260	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:260	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A22""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
261	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:261	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
262	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:262	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
263	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:263	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
264	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:264	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
265	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:265	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
266	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:266	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
267	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:267	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A20"",""A21""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
268	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:268	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
269	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:269	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A22""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
270	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:270	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
271	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:271	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
272	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:272	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
273	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:273	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
274	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:274	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
275	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:275	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A20"",""A21""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
276	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:276	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
277	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:277	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
278	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:278	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
279	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:279	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
280	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:280	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
281	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:281	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
282	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:282	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
